movie_match,...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,book_year_str,book_year,book_movie_years,ROI
"American Splendor,2003",143,"American Splendor (1976–2008), Harvey Pekar",American Splendor (2003),American Splendor,2003,"American Splendor,2003",tt0305206,American Splendor,American Splendor,0,2003,101,"Biography,Comedy,Drama",Biography,Comedy,Drama,7.4,54121,American Splendor,American Splendor,Harvey Pekar,"American Splendor,Harvey Pekar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5748,5748,"Aug 15, 2003",American Splendor,2000000,6003587,8685632,5701,1976,1976,27,3.342816
"Angels & Demons,2009",176,"Angels & Demons (2000), Dan Brown",Angels & Demons (2009),Angels & Demons,2009,"Angels & Demons,2009",tt0808151,Angels & Demons,Angels & Demons,0,2009,138,"Mystery,Thriller",Mystery,Thriller,NA,6.7,321338,Angels & Demons,Angels & Demons,Dan Brown,"Angels & Demons,Dan Brown",NA,NA,NA,NA,277,"$485,930,816","$133,375,846",27.4%,"$352,554,970",72.6%,2009,261,261,"May 15, 2009",Angels & Demons,150000000,133375846,490875846,201,2000,2000,9,2.27250564
"Anna Karenina,2012",195,"Anna Karenina (serialised 1873–1887, published as a book 1888), Leo Tolstoy",Anna Karenina (2012),Anna Karenina,2012,"Anna Karenina,2012",tt1781769,Anna Karenina,Anna Karenina,0,2012,129,"Drama,Romance",Drama,Romance,NA,6.6,110918,Anna Karenina,Anna Karenina,Leo Tolstoy,"Anna Karenina,Leo Tolstoy",Anna Karenina,"[""Leo Tolstoy""]",4.09,857124,NA,NA,NA,NA,NA,NA,NA,1475,1475,"Sep 7, 2012",Anna Karenina,49000000,12816367,71004627,1401,1873,1873,139,0.44907402040816324
"Anna and the King,1999",183,"Anna and the King of Siam (1944), Margaret Landon",Anna and the King (1999),Anna and the King,1999,"Anna and the King,1999",tt0166485,Anna and the King,Anna and the King,0,1999,148,"Drama,History,Romance",Drama,History,Romance,6.7,40035,Anna and the King,Anna and the King of Siam,Margaret Landon,"Anna and the King of Siam,Margaret Landon",Anna and the King of Siam,"[""Margaret Landon""]",3.79,2915,NA,NA,NA,NA,NA,NA,NA,847,847,"Dec 17, 1999",Anna and the King,75000000,39251128,39251128,801,1944,1944,55,-0.47665162666666666
"Annihilation,2018",207,"Annihilation (2014), Jeff VanderMeer",Annihilation (2018),Annihilation,2018,"Annihilation,2018",tt2798920,Annihilation,Annihilation,0,2018,115,"Adventure,Drama,Horror",Adventure,Drama,Horror,6.8,386016,Annihilation,Annihilation,Jeff VanderMeer,"Annihilation,Jeff VanderMeer",Annihilation,"[""Jeff VanderMeer""]",3.77,237532,NA,NA,NA,NA,NA,NA,NA,1270,1270,"Feb 23, 2018",Annihilation,55000000,32732301,43070915,1201,2014,2014,4,-0.21689245454545455
"Around the World in 80 Days,1956",225,"Around the World in Eighty Days (French: Le tour du monde en quatre-vingts jours) (1873), Jules Verne",Around the World in 80 Days (1956),Around the World in 80 Days,1956,"Around the World in 80 Days,1956",tt0048960,Around the World in 80 Days,Around the World in Eighty Days,0,1956,175,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.7,31312,Around the World in Eighty Days,Around the World in Eighty Days,Jules Verne,"Around the World in Eighty Days,Jules Verne",Around the World in Eighty Days,"[""Jules Verne""]",3.94,250686,NA,NA,NA,NA,NA,NA,NA,4820,4820,"Oct 17, 1956",Around the World in 80 Days,6000000,42000000,42000000,4801,1873,1873,83,6
"Around the World in 80 Days,2004",234,"Around the World in Eighty Days (French: Le tour du monde en quatre-vingts jours) (1873), Jules Verne",Around the World in 80 Days (2004),Around the World in 80 Days,2004,"Around the World in 80 Days,2004",tt0327437,Around the World in 80 Days,Around the World in 80 Days,0,2004,120,"Action,Adventure,Comedy",Action,Adventure,Comedy,5.9,98390,Around the World in 80 Days,Around the World in Eighty Days,Jules Verne,"Around the World in Eighty Days,Jules Verne",Around the World in Eighty Days,"[""Jules Verne""]",3.94,250686,NA,NA,NA,NA,NA,NA,NA,457,457,"Jun 16, 2004",Around the World in 80 Days,110000000,24004159,72004159,401,1873,1873,131,-0.34541673636363635
"Atonement,2007",255,"Atonement (2001), Ian McEwan",Atonement (2007),Atonement,2007,"Atonement,2007",tt0783233,Atonement,Atonement,0,2007,123,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.8,320482,Atonement,Atonement,Ian McEwan,"Atonement,Ian McEwan",Atonement,"[""Ian McEwan""]",3.94,523755,NA,NA,NA,NA,NA,NA,NA,2243,2243,"Dec 7, 2007",Atonement,30000000,50980159,129779728,2201,2001,2001,6,3.3259909333333333
"Babylon A.D.,2008",267,"Babylon Babies (1999), Maurice Georges Dantec",Babylon A.D. (2008),Babylon A.D.,2008,"Babylon A.D.,2008",tt0364970,Babylon A.D.,Babylon A.D.,0,2008,90,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,5.5,100280,Babylon A.D.,Babylon Babies,Maurice Georges Dantec,"Babylon Babies,Maurice Georges Dantec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578,1578,"Aug 29, 2008",Babylon A.D.,45000000,22532572,70216497,1501,1999,1999,9,0.5603666
"Barry Lyndon,1975",2131,"The Luck of Barry Lyndon (1844), William Makepeace Thackeray",Barry Lyndon (1975),Barry Lyndon,1975,"Barry Lyndon,1975",tt0072684,Barry Lyndon,Barry Lyndon,0,1975,185,"Adventure,Drama,War",Adventure,Drama,War,8.1,198178,Barry Lyndon,The Luck of Barry Lyndon,William Makepeace Thackeray,"The Luck of Barry Lyndon,William Makepeace Thackeray",NA,NA,3.63,2545,NA,NA,NA,NA,NA,NA,NA,4069,4069,1975,Barry Lyndon,11000000,20000000,20296671,4001,1844,1844,131,0.8451519090909091
"Battle for the Planet of the Apes,1973",2568,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Battle for the Planet of the Apes (1973),Battle for the Planet of the Apes,1973,"Battle for the Planet of the Apes,1973",tt0069768,Battle for the Planet of the Apes,Battle for the Planet of the Apes,0,1973,93,"Action,Sci-Fi",Action,Sci-Fi,NA,5.4,37203,Battle for the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,NA,NA,NA,NA,NA,NA,NA,5871,5871,1973,Battle for the Planet of the Apes,1800000,8800000,8800000,5801,1963,1963,10,3.888888888888889
"Be Cool,2005",296,"Be Cool (1999), Elmore Leonard",Be Cool (2005),Be Cool,2005,"Be Cool,2005",tt0377471,Be Cool,Be Cool,0,2005,118,"Comedy,Crime,Music",Comedy,Crime,Music,5.6,74258,Be Cool,Be Cool,Elmore Leonard,"Be Cool,Elmore Leonard",Be Cool,"[""Elmore Leonard""]",3.53,6956,NA,NA,NA,NA,NA,NA,NA,838,838,"Mar 4, 2005",Be Cool,75000000,55849401,94944017,801,1999,1999,6,0.26592022666666665
"Beastmaster 2: Through the Portal of Time,1991",310,"The Beast Master (1959), Andre Norton",Beastmaster 2: Through the Portal of Time (1991),Beastmaster 2: Through the Portal of Time,1991,"Beastmaster 2: Through the Portal of Time,1991",tt0101412,Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,0,1991,107,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,4.2,3811,Beastmaster 2: Through the Portal of Time,The Beast Master,Andre Norton,"The Beast Master,Andre Norton",The Beast Master,"[""Andre Norton""]",4,2260,NA,NA,NA,NA,NA,NA,NA,4885,4885,"Aug 30, 1991",Beastmaster 2: Through the Portal of Time,6000000,773490,773490,4801,1959,1959,32,-0.871085
"Beautiful Creatures,2013",325,"Beautiful Creatures (2009), Kami Garcia and Margaret Stohl",Beautiful Creatures (2013),Beautiful Creatures,2013,"Beautiful Creatures,2013",tt1559547,Beautiful Creatures,Beautiful Creatures,0,2013,124,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,6.1,92711,Beautiful Creatures,Beautiful Creatures,Kami Garcia and Margaret Stohl,"Beautiful Creatures,Kami Garcia and Margaret Stohl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1439,1439,"Feb 14, 2013",Beautiful Creatures,50000000,19452138,60282876,1401,2009,2009,4,0.20565752
"Being Julia,2004",3146,"Theatre (1937), W. Somerset Maugham",Being Julia (2004),Being Julia,2004,"Being Julia,2004",tt0340012,Being Julia,Being Julia,0,2004,104,"Comedy,Drama,Romance",Comedy,Drama,Romance,7,13275,Being Julia,Theatre,W. Somerset Maugham,"Theatre,W. Somerset Maugham",Theatre,"[""W. Somerset Maugham""]",4.17,8604,NA,NA,NA,NA,NA,NA,NA,3301,3301,"Oct 15, 2004",Being Julia,18000000,7739049,14451322,3301,1937,1937,67,-0.19714877777777778
"Beloved,1998",341,"Beloved (1987), Toni Morrison",Beloved (1998),Beloved,1998,"Beloved,1998",tt0120603,Beloved,Beloved,0,1998,172,"Drama,History,Horror",Drama,History,Horror,6.1,9917,Beloved,Beloved,Toni Morrison,"Beloved,Toni Morrison",Beloved,"[""Toni Morrison""]",3.95,441460,NA,NA,NA,NA,NA,NA,NA,1305,1305,"Oct 16, 1998",Beloved,53000000,22852487,22852487,1301,1987,1987,11,-0.568821
"Ben-Hur,1959",344,"Ben-Hur: A Tale of the Christ (1880), Lew Wallace",Ben-Hur (1959),Ben-Hur,1959,"Ben-Hur,1959",tt0052618,Ben-Hur,Ben-Hur,0,1959,212,"Adventure,Drama",Adventure,Drama,NA,8.1,266832,Ben-Hur,Ben-Hur: A Tale of the Christ,Lew Wallace,"Ben-Hur: A Tale of the Christ,Lew Wallace",Ben-Hur: A Tale of the Christ,"[""Lew Wallace""]",4.03,36264,NA,NA,NA,NA,NA,NA,NA,3520,3520,"Nov 18, 1959",Ben-Hur,15000000,73000000,73226628,3501,1880,1880,79,3.8817752
"Ben-Hur,2016",346,"Ben-Hur: A Tale of the Christ (1880), Lew Wallace",Ben-Hur (2016),Ben-Hur,2016,"Ben-Hur,2016",tt2638144,Ben-Hur,Ben-Hur,0,2016,123,"Action,Adventure,Drama",Action,Adventure,Drama,5.7,48880,Ben-Hur,Ben-Hur: A Tale of the Christ,Lew Wallace,"Ben-Hur: A Tale of the Christ,Lew Wallace",Ben-Hur: A Tale of the Christ,"[""Lew Wallace""]",4.03,36264,NA,NA,NA,NA,NA,NA,NA,566,566,"Jun 30, 2016",Ben-Hur,95000000,26410477,91669648,501,1880,1880,136,-0.03505633684210526
"Beneath the Planet of the Apes,1970",2565,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Beneath the Planet of the Apes (1970),Beneath the Planet of the Apes,1970,"Beneath the Planet of the Apes,1970",tt0065462,Beneath the Planet of the Apes,Beneath the Planet of the Apes,0,1970,95,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6,56692,Beneath the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,NA,NA,NA,NA,NA,NA,NA,5478,5478,"May 26, 1970",Beneath the Planet of the Apes,3000000,17489009,17489009,5401,1963,1963,7,4.829669666666667
"Beowulf,2007",351,"Beowulf (c. 700–1000 AD), unknown",Beowulf (2007),Beowulf,2007,"Beowulf,2007",tt0442933,Beowulf,Beowulf,0,2007,115,"Action,Adventure,Animation",Action,Adventure,Animation,6.3,178427,Beowulf,Beowulf,unknown,"Beowulf,unknown",NA,NA,NA,NA,981,"$196,393,745","$82,280,579",41.9%,"$114,113,166",58.1%,2007,270,270,"Nov 16, 2007",Beowulf,150000000,82280579,195080579,201,1000,1000,1007,0.30053719333333334
"Bicentennial Man,1999",2592,"The Positronic Man (1993), Isaac Asimov and Robert Silverberg",Bicentennial Man (1999),Bicentennial Man,1999,"Bicentennial Man,1999",tt0182789,Bicentennial Man,Bicentennial Man,0,1999,132,"Drama,Romance,Sci-Fi",Drama,Romance,Sci-Fi,6.9,129998,Bicentennial Man,The Positronic Man,Isaac Asimov and Robert Silverberg,"The Positronic Man,Isaac Asimov and Robert Silverberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,622,"Dec 17, 1999",Bicentennial Man,90000000,58220776,87420776,601,1993,1993,6,-0.028658044444444444
"Big Fish,2003",370,"Big Fish: A Novel of Mythic Proportions (1998), Daniel Wallace",Big Fish (2003),Big Fish,2003,"Big Fish,2003",tt0319061,Big Fish,Big Fish,0,2003,125,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,8,473513,Big Fish,Big Fish: A Novel of Mythic Proportions,Daniel Wallace,"Big Fish: A Novel of Mythic Proportions,Daniel Wallace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,915,"Dec 10, 2003",Big Fish,70000000,66432867,123923215,901,1998,1998,5,0.7703316428571428
"Big Trouble,2002",376,"Big Trouble (1999), Dave Barry",Big Trouble (2002),Big Trouble,2002,"Big Trouble,2002",tt0246464,Big Trouble,Big Trouble,0,2002,85,"Comedy,Crime,Thriller",Comedy,Crime,Thriller,6.4,22623,Big Trouble,Big Trouble,Dave Barry,"Big Trouble,Dave Barry",Big Trouble,"[""Dave Barry""]",3.84,15158,NA,NA,NA,NA,NA,NA,NA,1602,1602,"Apr 5, 2002",Big Trouble,45000000,7262288,8488871,1601,1999,1999,3,-0.8113584222222222
"Black Knight,2001",688,"A Connecticut Yankee in King Arthur's Court (1889), Mark Twain",Black Knight (2001),Black Knight,2001,"Black Knight,2001",tt0265087,Black Knight,Black Knight,0,2001,95,"Adventure,Comedy,Fantasy",Adventure,Comedy,Fantasy,5,45334,Black Knight,A Connecticut Yankee in King Arthur's Court,Mark Twain,"A Connecticut Yankee in King Arthur's Court,Mark Twain",A Connecticut Yankee in King Arthur's Court,"[""Mark Twain""]",3.77,103971,NA,NA,NA,NA,NA,NA,NA,2014,2014,"Nov 21, 2001",Black Knight,35000000,33422806,33422806,2001,1889,1889,112,-0.04506268571428571
"Black Rain,1989",409,"Black Rain (黒い雨, Kuroi Ame) (1965), Masuji Ibuse",Black Rain (1989),Black Rain,1989,"Black Rain,1989",tt0096933,Black Rain,Black Rain,0,1989,125,"Action,Crime,Drama",Action,Crime,Drama,6.6,63040,Black Rain,Black Rain,Masuji Ibuse,"Black Rain,Masuji Ibuse",Black Rain,"[""Masuji Ibuse""]",3.99,4171,NA,NA,NA,NA,NA,NA,NA,2248,2248,"Sep 22, 1989",Black Rain,30000000,45892212,133892212,2201,1965,1965,24,3.4630737333333332
"Blade Runner 2049,2017",888,"Do Androids Dream of Electric Sheep? (1967), Philip K. Dick",Blade Runner 2049 (2017),Blade Runner 2049,2017,"Blade Runner 2049,2017",tt1856101,Blade Runner 2049,Blade Runner 2049,0,2017,164,"Action,Drama,Mystery",Action,Drama,Mystery,8,730378,Blade Runner 2049,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Do Androids Dream of Electric Sheep?,Philip K. Dick",Do Androids Dream of Electric Sheep?,"[""Philip K. Dick""]",4.09,457875,642,"$277,937,605","$92,071,675",33.1%,"$185,865,930",66.9%,2017,137,137,"Sep 29, 2017",Blade Runner 2049,185000000,92054159,259154159,101,1967,1967,50,0.4008332918918919
"Blade Runner,1982",887,"Do Androids Dream of Electric Sheep? (1967), Philip K. Dick",Blade Runner (1982),Blade Runner,1982,"Blade Runner,1982",tt0083658,Blade Runner,Blade Runner,0,1982,117,"Action,Drama,Sci-Fi",Action,Drama,Sci-Fi,8.1,866084,Blade Runner,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Do Androids Dream of Electric Sheep?,Philip K. Dick",Do Androids Dream of Electric Sheep?,"[""Philip K. Dick""]",4.09,457875,NA,NA,NA,NA,NA,NA,NA,2443,2443,"Jun 25, 1982",Blade Runner,28000000,32656328,39581774,2401,1967,1967,15,0.4136347857142857
"Bless the Child,2000",425,"Bless the Child (1993), Cathy Cash Spellman",Bless the Child (2000),Bless the Child,2000,"Bless the Child,2000",tt0163983,Bless the Child,Bless the Child,0,2000,107,"Crime,Drama,Horror",Crime,Drama,Horror,5.1,15833,Bless the Child,Bless the Child,Cathy Cash Spellman,"Bless the Child,Cathy Cash Spellman",Bless the Child,"[""Cathy Cash Spellman""]",3.77,684,NA,NA,NA,NA,NA,NA,NA,1776,1776,"Aug 11, 2000",Bless the Child,40000000,29374178,40435694,1701,1993,1993,7,0.01089235
"Blood Work,2002",438,"Blood Work (1998), Michael Connelly",Blood Work (2002),Blood Work,2002,"Blood Work,2002",tt0309377,Blood Work,Blood Work,0,2002,110,"Action,Crime,Drama",Action,Crime,Drama,6.4,50095,Blood Work,Blood Work,Michael Connelly,"Blood Work,Michael Connelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423,1423,"Aug 9, 2002",Blood Work,50000000,26199517,26199517,1401,1998,1998,4,-0.47600966
"Breakfast of Champions,1999",491,"Breakfast of Champions (1973), Kurt Vonnegut, Jr.",Breakfast of Champions (1999),Breakfast of Champions,1999,"Breakfast of Champions,1999",tt0120618,Breakfast of Champions,Breakfast of Champions,0,1999,110,Comedy,Comedy,NA,NA,4.6,8616,Breakfast of Champions,Breakfast of Champions,"Kurt Vonnegut, Jr.","Breakfast of Champions,Kurt Vonnegut, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013,4013,"Sep 17, 1999",Breakfast of Champions,12000000,178287,178287,4001,1973,1973,26,-0.98514275
"Bridge to Terabithia,2007",503,"Bridge to Terabithia (1977), Katherine Paterson",Bridge to Terabithia (2007),Bridge to Terabithia,2007,"Bridge to Terabithia,2007",tt0398808,Bridge to Terabithia,Bridge to Terabithia,0,2007,96,"Drama,Family,Fantasy",Drama,Family,Fantasy,7.2,186258,Bridge to Terabithia,Bridge to Terabithia,Katherine Paterson,"Bridge to Terabithia,Katherine Paterson",Bridge to Terabithia,"[""Katherine Paterson""]",4.05,551107,NA,NA,NA,NA,NA,NA,NA,2567,2567,"Feb 16, 2007",Bridge to Terabithia,25000000,82234139,137984788,2501,1977,1977,30,4.51939152
"Bright Lights, Big City,1988",509,"Bright Lights, Big City (1984), Jay McInerney","Bright Lights, Big City (1988)","Bright Lights, Big City",1988,"Bright Lights, Big City,1988",tt0094799,"Bright Lights, Big City","Bright Lights, Big City",0,1988,107,Drama,Drama,NA,NA,5.7,9513,"Bright Lights, Big City","Bright Lights, Big City",Jay McInerney,"Bright Lights, Big City,Jay McInerney","Bright Lights, Big City","[""Jay McInerney""]",3.8,34194,NA,NA,NA,NA,NA,NA,NA,2667,2667,"Apr 1, 1988","Bright Lights, Big City",25000000,16118077,16118077,2601,1984,1984,4,-0.35527692
"Cape Fear,1991",1124,"The Executioners (1957), John D. MacDonald",Cape Fear (1991),Cape Fear,1991,"Cape Fear,1991",tt0101540,Cape Fear,Cape Fear,0,1991,128,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.3,234950,Cape Fear,The Executioners,John D. MacDonald,"The Executioners,John D. MacDonald",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,1967,"Nov 15, 1991",Cape Fear,35000000,79091969,182291969,1901,1957,1957,34,4.208341971428571
"Carrie,1976",569,"Carrie (1974), Stephen King",Carrie (1976),Carrie,1976,"Carrie,1976",tt0074285,Carrie,Carrie,0,1976,98,Horror,Horror,NA,NA,7.4,222340,Carrie,Carrie,Stephen King,"Carrie,Stephen King",Carrie,"[""Stephen King""]",3.99,733774,NA,NA,NA,NA,NA,NA,NA,5867,5867,"Nov 16, 1976",Carrie,1800000,25878153,25944555,5801,1974,1974,2,13.413641666666667
"Carrie,2013",572,"Carrie (1974), Stephen King",Carrie (2013),Carrie,2013,"Carrie,2013",tt1939659,Carrie,Carrie,0,2013,100,"Drama,Horror,Thriller",Drama,Horror,Thriller,5.8,153943,Carrie,Carrie,Stephen King,"Carrie,Stephen King",Carrie,"[""Stephen King""]",3.99,733774,NA,NA,NA,NA,NA,NA,NA,2275,2275,"Oct 18, 2013",Carrie,30000000,35266619,82409520,2201,1974,1974,39,1.746984
"Casino Royale,1967",576,"Casino Royale (1953), Ian Fleming",Casino Royale (1967),Casino Royale,1967,"Casino Royale,1967",tt0061452,Casino Royale,Casino Royale,0,1967,131,Comedy,Comedy,NA,NA,5,34247,Casino Royale,Casino Royale,Ian Fleming,"Casino Royale,Ian Fleming",Casino Royale,"[""Ian Fleming""]",3.74,86106,NA,NA,NA,NA,NA,NA,NA,3943,3943,"Apr 28, 1967",Casino Royale,12000000,22744718,41744718,3901,1953,1953,14,2.4787265
"Casino Royale,2006",577,"Casino Royale (1953), Ian Fleming",Casino Royale (2006),Casino Royale,2006,"Casino Royale,2006",tt0381061,Casino Royale,Casino Royale,0,2006,144,"Action,Adventure,Thriller",Action,Adventure,Thriller,8,727789,Casino Royale,Casino Royale,Ian Fleming,"Casino Royale,Ian Fleming",Casino Royale,"[""Ian Fleming""]",3.74,86106,193,"$616,585,752","$167,445,960",27.2%,"$449,139,792",72.8%,2006,476,476,"Nov 17, 2006",Casino Royale,102000000,167365000,594420216,401,1953,1953,53,4.8276491764705884
"Catch-22,1970",584,"Catch-22 (1961), Joseph Heller",Catch-22 (1970),Catch-22,1970,"Catch-22,1970",tt0065528,Catch-22,Catch-22,0,1970,122,"Comedy,Drama,War",Comedy,Drama,War,7.1,27837,Catch-22,Catch-22,Joseph Heller,"Catch-22,Joseph Heller",Catch-22,"[""Joseph Heller""]",3.99,836084,NA,NA,NA,NA,NA,NA,NA,3275,3275,"Jun 24, 1970",Catch-22,18000000,24911670,24911670,3201,1961,1961,9,0.38398166666666667
"Charlie and the Chocolate Factory,2005",593,"Charlie and the Chocolate Factory (1964), Roald Dahl",Charlie and the Chocolate Factory (2005),Charlie and the Chocolate Factory,2005,"Charlie and the Chocolate Factory,2005",tt0367594,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,0,2005,115,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.7,559830,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,Roald Dahl,"Charlie and the Chocolate Factory,Roald Dahl",NA,NA,NA,NA,289,"$474,968,763","$206,459,076",43.5%,"$268,509,687",56.5%,2005,244,244,"Jul 15, 2005",Charlie and the Chocolate Factory,150000000,206459076,475825484,201,1964,1964,41,2.1721698933333333
"Children of Men,2006",607,"The Children of Men (1992), P. D. James",Children of Men (2006),Children of Men,2006,"Children of Men,2006",tt0206634,Children of Men,Children of Men,0,2006,109,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,7.9,555917,Children of Men,The Children of Men,P. D. James,"The Children of Men,P. D. James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,802,"Dec 25, 2006",Children of Men,76000000,35552383,69845011,801,1992,1992,14,-0.08098669736842105
"Chocolat,2000",613,"Chocolat (1999), Joanne Harris",Chocolat (2000),Chocolat,2000,"Chocolat,2000",tt0241303,Chocolat,Chocolat,0,2000,121,"Drama,Romance",Drama,Romance,NA,7.2,208226,Chocolat,Chocolat,Joanne Harris,"Chocolat,Joanne Harris",Chocolat,"[""Joanne Harris""]",3.96,126307,NA,NA,NA,NA,NA,NA,NA,2577,2577,"Dec 15, 2000",Chocolat,25000000,71309760,152500343,2501,1999,1999,1,5.10001372
"Christmas with the Kranks,2004",2941,"Skipping Christmas (2001), John Grisham",Christmas with the Kranks (2004),Christmas with the Kranks,2004,"Christmas with the Kranks,2004",tt0388419,Christmas with the Kranks,Christmas with the Kranks,0,2004,99,"Comedy,Family",Comedy,Family,NA,5.5,62236,Christmas with the Kranks,Skipping Christmas,John Grisham,"Skipping Christmas,John Grisham",Skipping Christmas,"[""John Grisham""]",3.55,77223,NA,NA,NA,NA,NA,NA,NA,1361,1361,"Nov 24, 2004",Christmas with the Kranks,50000000,73701902,96469187,1301,2001,2001,3,0.92938374
"Christopher Robin,2018",3554,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Christopher Robin (2018),Christopher Robin,2018,"Christopher Robin,2018",tt4575576,Christopher Robin,Christopher Robin,0,2018,104,"Adventure,Comedy,Drama",Adventure,Comedy,Drama,7.2,89298,Christopher Robin,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,4.36,329906,973,"$197,744,825","$99,215,042",50.2%,"$98,529,783",49.8%,2018,826,826,"Aug 3, 2018",Christopher Robin,75000000,99215042,197744377,801,1926,1926,92,1.6365916933333333
"City of Ember,2008",636,"The City of Ember (2003), Jeanne DuPrau",City of Ember (2008),City of Ember,2008,"City of Ember,2008",tt0970411,City of Ember,City of Ember,0,2008,90,"Adventure,Drama,Family",Adventure,Drama,Family,6.4,72150,City of Ember,The City of Ember,Jeanne DuPrau,"The City of Ember,Jeanne DuPrau",The City of Ember,"[""Jeanne DuPrau""]",3.89,283782,NA,NA,NA,NA,NA,NA,NA,1902,1902,"Oct 10, 2008",City of Ember,38000000,7873007,17831558,1901,2003,2003,5,-0.5307484736842105
"Clear and Present Danger,1994",644,"Clear and Present Danger (1989), Tom Clancy",Clear and Present Danger (1994),Clear and Present Danger,1994,"Clear and Present Danger,1994",tt0109444,Clear and Present Danger,Clear and Present Danger,0,1994,141,"Action,Crime,Drama",Action,Crime,Drama,6.9,114087,Clear and Present Danger,Clear and Present Danger,Tom Clancy,"Clear and Present Danger,Tom Clancy",Clear and Present Danger,"[""Tom Clancy""]",4.14,139726,868,"$215,887,717","$122,187,717",56.6%,"$93,700,000",43.4%,1994,1046,1046,"Aug 3, 1994",Clear and Present Danger,62000000,122012656,207500000,1001,1989,1989,5,2.346774193548387
"Clueless,1995",1084,"Emma (1815), Jane Austen",Clueless (1995),Clueless,1995,"Clueless,1995",tt0112697,Clueless,Clueless,0,1995,97,"Comedy,Romance",Comedy,Romance,NA,6.9,270614,Clueless,Emma,Jane Austen,"Emma,Jane Austen",Emma,"[""Jane Austen""]",4.05,895426,NA,NA,NA,NA,NA,NA,NA,3776,3776,"Jul 19, 1995",Clueless,13700000,56631572,58052788,3701,1815,1815,180,3.237429781021898
"Cobra,1986",2800,"A Running Duck (a.k.a. Fair Game) (1974), Paula Gosling",Cobra (1986),Cobra,1986,"Cobra,1986",tt0090859,Cobra,Cobra,0,1986,87,"Action,Crime,Thriller",Action,Crime,Thriller,5.8,84109,Cobra,A Running Duck,Paula Gosling,"A Running Duck,Paula Gosling",A Running Duck,"[""Paula Gosling""]",3.56,167,NA,NA,NA,NA,NA,NA,NA,2593,2593,"May 23, 1986",Cobra,25000000,49042224,49042224,2501,1974,1974,12,0.96168896
"Cold Mountain,2003",658,"Cold Mountain (1997), Charles Frazier",Cold Mountain (2003),Cold Mountain,2003,"Cold Mountain,2003",tt0159365,Cold Mountain,Cold Mountain,0,2003,154,"Adventure,Drama,Romance",Adventure,Drama,Romance,7.2,162122,Cold Mountain,Cold Mountain,Charles Frazier,"Cold Mountain,Charles Frazier",Cold Mountain,"[""Charles Frazier""]",3.88,243654,NA,NA,NA,NA,NA,NA,NA,730,730,"Dec 25, 2003",Cold Mountain,80000000,95632614,165173909,701,1997,1997,6,1.0646738625
