"","rank","release_group","worldwide","domestic","percent","foreign","percent_2","year"
"7576",126,"Death Wish","$49,562,710","$34,017,028","68.6%","$15,545,682","31.4%",2018
"7577",127,"The Magic Tuche","$47,427,990","-","-","$47,427,990","100%",2018
"7578",128,"Golden Job","$47,287,851","$285,795","0.6%","$47,002,056","99.4%",2018
"7579",129,"Mary Queen of Scots","$46,712,809","$16,468,499","35.3%","$30,244,310","64.7%",2018
"7580",130,"Uncle Drew","$46,664,414","$42,469,946","91%","$4,194,468","9%",2018
"7581",131,"Acrimony","$46,403,669","$43,549,096","93.8%","$2,854,573","6.2%",2018
"7582",132,"Asterix: The Secret of the Magic Potion","$46,233,469","$1,271,953","2.8%","$44,961,516","97.2%",2018
"7583",133,"Bajrangi Bhaijaan 2018 Re-release","$45,579,004","-","-","$45,579,004","100%",2018
"7584",134,"Winchester","$44,019,588","$25,091,816","57%","$18,927,772","43%",2018
"7585",135,"Annihilation","$43,070,915","$32,732,301","76%","$10,338,614","24%",2018
"7586",136,"The Possession of Hannah Grace","$43,016,528","$14,837,422","34.5%","$28,179,106","65.5%",2018
"7587",137,"Long Day's Journey Into Night","$42,140,994","$521,365","1.2%","$41,619,629","98.8%",2018
"7588",138,"Overlord","$41,657,844","$21,704,844","52.1%","$19,953,000","47.9%",2018
"7589",139,"The Great Battle","$41,509,280","$472,166","1.1%","$41,037,114","98.9%",2018
"7590",140,"The Darkest Minds","$41,142,379","$12,695,691","30.9%","$28,446,688","69.1%",2018
"7591",141,"Lost, Found","$41,043,552","-","-","$41,043,552","100%",2018
"7592",142,"Holmes & Watson","$40,466,970","$30,573,626","75.6%","$9,893,344","24.4%",2018
"7593",143,"Intimate Strangers","$39,576,060","-","-","$39,576,060","100%",2018
"7594",144,"Thugs of Hindostan","$39,570,044","$1,449,848","3.7%","$38,120,196","96.3%",2018
"7595",145,"Sink or Swim","$39,193,850","-","-","$39,193,850","100%",2018
"7596",146,"Show Dogs","$39,156,854","$17,857,020","45.6%","$21,299,834","54.4%",2018
"7597",147,"Believer","$39,047,153","$365,639","0.9%","$38,681,514","99.1%",2018
"7598",148,"The Spy Gone North","$38,844,509","$500,803","1.3%","$38,343,706","98.7%",2018
"7599",149,"On the Basis of Sex","$38,673,750","$24,622,687","63.7%","$14,051,063","36.3%",2018
"7600",150,"Taxi 5","$38,598,227","-","-","$38,598,227","100%",2018
"7601",151,"Fat Buddies","$37,496,410","-","-","$37,496,410","100%",2018
"7602",152,"Till The End Of The World","$37,013,733","$118,660","0.3%","$36,895,073","99.7%",2018
"7603",153,"2.0","$36,945,969","$4,152,000","11.2%","$32,793,969","88.8%",2018
"7604",154,"Nothing to Lose","$36,075,317","$1,016,188","2.8%","$35,059,129","97.2%",2018
"7605",155,"Mia and the White Lion","$35,487,190","$399,471","1.1%","$35,087,719","98.9%",2018
"7606",156,"The Girl in the Spider's Web","$35,164,920","$14,841,338","42.2%","$20,323,582","57.8%",2018
"7607",157,"The Hate U Give","$34,934,009","$29,719,483","85.1%","$5,214,526","14.9%",2018
"7608",158,"Nobody's Fool","$33,705,333","$31,713,110","94.1%","$1,992,223","5.9%",2018
"7609",159,"Baaghi 2","$33,139,063","$1,319,579","4%","$31,819,484","96%",2018
"7610",160,"The Hurricane Heist","$32,517,248","$6,115,825","18.8%","$26,401,423","81.2%",2018
"7611",161,"All About Me","$31,920,159","-","-","$31,920,159","100%",2018
"7612",162,"Bad Times at the El Royale","$31,882,724","$17,839,115","56%","$14,043,609","44%",2018
"7613",163,"Beautiful Boy","$31,711,319","$7,649,973","24.1%","$24,061,346","75.9%",2018
"7614",164,"Hunter Killer","$31,672,678","$15,767,460","49.8%","$15,905,218","50.2%",2018
"7615",165,"Super Troopers 2","$31,626,386","$30,617,396","96.8%","$1,008,990","3.2%",2018
"7616",166,"The Strangers: Prey at Night","$31,039,126","$24,586,708","79.2%","$6,452,418","20.8%",2018
"7617",167,"Gintama 2: Rules are Made to be Broken","$30,896,653","-","-","$30,896,653","100%",2018
"7618",168,"A Strong Insect Crossing the River","$30,355,804","-","-","$30,355,804","100%",2018
"7619",169,"Clergy","$30,114,115","-","-","$30,114,115","100%",2018
"7620",170,"Ice","$29,806,210","-","-","$29,806,210","100%",2018
"7621",171,"Free Solo","$29,390,279","$17,541,090","59.7%","$11,849,189","40.3%",2018
"7622",172,"Dark Figure of Crime","$29,176,133","-","-","$29,176,133","100%",2018
"7623",173,"Pad Man","$29,045,020","$1,670,192","5.8%","$27,374,828","94.2%",2018
"7624",174,"Mirai","$28,756,961","$812,794","2.8%","$27,944,167","97.2%",2018
"7625",175,"Default","$27,694,043","$203,775","0.7%","$27,490,268","99.3%",2018
"7626",176,"One Cut of the Dead","$27,590,180","$52,406","0.2%","$27,537,774","99.8%",2018
"7627",177,"The Happytime Murders","$27,506,452","$20,706,452","75.3%","$6,800,000","24.7%",2018
"7628",178,"Midnight Sun","$27,365,467","$9,561,064","34.9%","$17,804,403","65.1%",2018
"7629",179,"VIP Policeman","$27,222,681","-","-","$27,222,681","100%",2018
"7630",180,"My Neighbor Totoro 2018 Re-release","$27,083,857","$1,144,649","4.2%","$25,939,208","95.8%",2018
"7631",181,"The Faces of My Gene","$26,796,279","-","-","$26,796,279","100%",2018
"7632",182,"Badhaai Ho","$26,125,610","-","-","$26,125,610","100%",2018
"7633",183,"Hichki","$26,055,222","$330,279","1.3%","$25,724,943","98.7%",2018
"7634",184,"Champions","$25,962,612","-","-","$25,962,612","100%",2018
"7635",185,"White Boy Rick","$25,957,482","$24,011,188","92.5%","$1,946,294","7.5%",2018
"7636",186,"Paul, Apostle of Christ","$25,915,966","$17,560,475","67.8%","$8,355,491","32.2%",2018
"7637",187,"Keys to the Heart","$25,375,866","$75,134","0.3%","$25,300,732","99.7%",2018
"7638",188,"Stan & Ollie","$24,420,923","$5,470,235","22.4%","$18,950,688","77.6%",2018
"7639",189,"The Witch: Part 1 - The Subversion","$24,340,302","-","-","$24,340,302","100%",2018
"7640",190,"The Accidental Detective 2: In Action","$24,243,825","$179,045","0.7%","$24,064,780","99.3%",2018
"7641",191,"Killing for the Prosecution","$23,929,620","-","-","$23,929,620","100%",2018
"7642",192,"Pokémon the Movie: The Power of Us","$23,740,788","$789,170","3.3%","$22,951,618","96.7%",2018
"7643",193,"The Guernsey Literary and Potato Peel Pie Society","$23,148,937","-","-","$23,148,937","100%",2018
"7644",194,"The Crimes That Bind","$23,144,130","-","-","$23,144,130","100%",2018
"7645",195,"New Happy Dad and Son 3: Adventure in Russia","$23,130,469","-","-","$23,130,469","100%",2018
"7646",196,"Padmaavat","$22,991,060","$11,846,060","51.5%","$11,145,000","48.5%",2018
"7647",197,"Won't You Be My Neighbor?","$22,844,741","$22,835,787","100%","$8,954","<0.1%",2018
"7648",198,"Europe Raiders","$22,435,156","-","-","$22,435,156","100%",2018
"7649",199,"Mojin: The Worm Valley","$22,381,583","$101,516","0.5%","$22,280,067","99.5%",2018
"7650",200,"Stree","$22,075,730","-","-","$22,075,730","100%",2018
"7651",1,"Avengers: Endgame","$2,799,439,100","$858,373,000","30.7%","$1,941,066,100","69.3%",2019
"7652",2,"The Lion King","$1,656,943,394","$543,638,043","32.8%","$1,113,305,351","67.2%",2019
"7653",3,"Frozen II","$1,450,026,933","$477,373,578","32.9%","$972,653,355","67.1%",2019
"7654",4,"Spider-Man: Far from Home","$1,131,927,996","$390,532,085","34.5%","$741,395,911","65.5%",2019
"7655",5,"Captain Marvel","$1,128,274,794","$426,829,839","37.8%","$701,444,955","62.2%",2019
"7656",6,"Joker","$1,078,751,311","$335,451,311","31.1%","$743,300,000","68.9%",2019
"7657",7,"Star Wars: Episode IX - The Rise of Skywalker","$1,074,144,248","$515,202,542","48%","$558,941,706","52%",2019
"7658",8,"Toy Story 4","$1,073,394,593","$434,038,008","40.4%","$639,356,585","59.6%",2019
"7659",9,"Aladdin","$1,050,693,953","$355,559,216","33.8%","$695,134,737","66.2%",2019
"7660",10,"Jumanji: The Next Level","$801,693,929","$320,314,960","40%","$481,378,969","60%",2019
"7661",11,"Fast & Furious Presents: Hobbs & Shaw","$760,732,926","$173,956,935","22.9%","$586,775,991","77.1%",2019
"7662",12,"Ne Zha","$726,024,868","$3,695,533","0.5%","$722,329,335","99.5%",2019
"7663",13,"The Wandering Earth","$699,856,699","$5,971,413","0.9%","$693,885,286","99.1%",2019
"7664",14,"How to Train Your Dragon: The Hidden World","$521,799,505","$160,799,505","30.8%","$361,000,000","69.2%",2019
"7665",15,"Maleficent: Mistress of Evil","$491,730,089","$113,929,605","23.2%","$377,800,484","76.8%",2019
"7666",16,"It: Chapter Two","$473,093,228","$211,593,228","44.7%","$261,500,000","55.3%",2019
"7667",17,"My People, My Country","$450,064,993","$2,356,683","0.5%","$447,708,310","99.5%",2019
"7668",18,"Pokémon: Detective Pikachu","$433,305,346","$144,105,346","33.3%","$289,200,000","66.7%",2019
"7669",19,"The Secret Life of Pets 2","$431,164,459","$158,980,250","36.9%","$272,184,209","63.1%",2019
"7670",20,"The Captain","$417,863,545","$706,572","0.2%","$417,156,973","99.8%",2019
"7671",21,"Alita: Battle Angel","$404,980,543","$85,838,210","21.2%","$319,142,333","78.8%",2019
"7672",22,"Godzilla: King of the Monsters","$387,300,138","$110,500,138","28.5%","$276,800,000","71.5%",2019
"7673",23,"1917","$384,580,017","$159,227,644","41.4%","$225,352,373","58.6%",2019
"7674",24,"Once Upon a Time... in Hollywood","$377,426,903","$142,502,728","37.8%","$234,924,175","62.2%",2019
"7675",25,"Shazam!","$365,971,656","$140,371,656","38.4%","$225,600,000","61.6%",2019
"7676",26,"Dumbo","$353,284,621","$114,766,307","32.5%","$238,518,314","67.5%",2019
"7677",27,"John Wick: Chapter 3 - Parabellum","$327,777,335","$171,015,687","52.2%","$156,761,648","47.8%",2019
"7678",28,"Crazy Alien","$327,598,891","-","-","$327,598,891","100%",2019
"7679",29,"Knives Out","$312,897,920","$165,363,234","52.8%","$147,534,686","47.2%",2019
"7680",30,"Terminator: Dark Fate","$261,119,292","$62,253,077","23.8%","$198,866,215","76.2%",2019
"7681",31,"Parasite","$258,056,063","$53,369,749","20.7%","$204,686,314","79.3%",2019
"7682",32,"Us","$256,022,707","$175,084,580","68.4%","$80,938,127","31.6%",2019
"7683",33,"Pegasus","$255,863,112","-","-","$255,863,112","100%",2019
"7684",34,"Men in Black: International","$253,890,701","$80,001,807","31.5%","$173,888,894","68.5%",2019
"7685",35,"X-Men: Dark Phoenix","$252,442,974","$65,845,974","26.1%","$186,597,000","73.9%",2019
"7686",36,"Glass","$246,999,039","$111,048,468","45%","$135,950,571","55%",2019
"7687",37,"The Bravest","$245,179,562","$290,217","0.1%","$244,889,345","99.9%",2019
"7688",38,"Annabelle Comes Home","$231,252,591","$74,152,591","32.1%","$157,100,000","67.9%",2019
"7689",39,"Better Days","$227,313,644","$1,921,657","0.8%","$225,391,987","99.2%",2019
"7690",40,"Ford v Ferrari","$225,508,210","$117,624,357","52.2%","$107,883,853","47.8%",2019
"7691",41,"Little Women","$220,102,318","$108,101,214","49.1%","$112,001,104","50.9%",2019
"7692",42,"The Addams Family","$203,044,905","$100,044,905","49.3%","$103,000,000","50.7%",2019
"7693",43,"Rocketman","$195,320,400","$96,368,160","49.3%","$98,952,240","50.7%",2019
"7694",44,"Downton Abbey","$194,694,725","$96,853,865","49.7%","$97,840,860","50.3%",2019
"7695",45,"Weathering with You","$192,729,404","$8,056,636","4.2%","$184,672,768","95.8%",2019
"7696",46,"The Lego Movie 2: The Second Part","$192,306,508","$105,806,508","55%","$86,500,000","45%",2019
"7697",47,"Sheep Without a Shepherd","$191,602,146","-","-","$191,602,146","100%",2019
"7698",48,"The White Storm 2: Drug Lords","$189,396,380","$609,461","0.3%","$188,786,919","99.7%",2019
"7699",49,"Abominable","$188,623,517","$60,716,390","32.2%","$127,907,127","67.8%",2019
"7700",50,"Ip Man 4: The Finale","$176,345,966","$3,956,031","2.2%","$172,389,935","97.8%",2019
"7701",51,"Gemini Man","$173,469,516","$48,546,770","28%","$124,922,746","72%",2019
"7702",52,"Spies in Disguise","$171,616,764","$66,757,013","38.9%","$104,859,751","61.1%",2019
"7703",53,"Hustlers","$157,563,598","$104,963,598","66.6%","$52,600,000","33.4%",2019
"7704",54,"The Climbers","$156,892,866","$487,157","0.3%","$156,405,709","99.7%",2019
"7705",55,"Escape Room","$155,712,077","$57,005,601","36.6%","$98,706,476","63.4%",2019
"7706",56,"Yesterday","$154,608,856","$73,286,650","47.4%","$81,322,206","52.6%",2019
"7707",57,"The Angry Birds Movie 2","$147,792,047","$41,667,116","28.2%","$106,124,931","71.8%",2019
"7708",58,"Angel Has Fallen","$146,661,977","$69,030,436","47.1%","$77,631,541","52.9%",2019
"7709",59,"Ad Astra","$127,461,872","$50,188,370","39.4%","$77,273,502","60.6%",2019
"7710",60,"Midway","$127,390,389","$56,846,802","44.6%","$70,543,587","55.4%",2019
"7711",61,"The Upside","$125,852,517","$108,252,517","86%","$17,600,000","14%",2019
"7712",62,"Last Christmas","$123,446,172","$35,150,750","28.5%","$88,295,422","71.5%",2019
"7713",63,"The Curse of La Llorona","$123,233,739","$54,733,739","44.4%","$68,500,000","55.6%",2019
"7714",64,"Looking Up","$122,994,583","$84,267","<0.1%","$122,910,316","99.9%",2019
"7715",65,"Zombieland: Double Tap","$122,810,399","$73,123,082","59.5%","$49,687,317","40.5%",2019
"7716",66,"Dora and the Lost City of Gold","$120,597,108","$60,477,943","50.1%","$60,119,165","49.9%",2019
"7717",67,"Extreme Job","$119,932,733","$1,565,885","1.3%","$118,366,848","98.7%",2019
"7718",68,"Wonder Park","$119,559,110","$45,216,793","37.8%","$74,342,317","62.2%",2019
"7719",69,"P Storm","$117,991,727","$326,711","0.3%","$117,665,016","99.7%",2019
"7720",70,"Detective Conan: The Fist of Blue Sapphire","$115,448,200","-","-","$115,448,200","100%",2019
"7721",71,"The Gentlemen","$115,171,795","$36,471,795","31.7%","$78,700,000","68.3%",2019
"7722",72,"Pet Sematary","$113,118,226","$54,724,696","48.4%","$58,393,530","51.6%",2019
"7723",73,"Boonie Bears: Blast Into the Past","$112,367,881","-","-","$112,367,881","100%",2019
"7724",74,"Good Boys","$111,173,598","$83,140,306","74.8%","$28,033,292","25.2%",2019
"7725",75,"Scary Stories to Tell in the Dark","$104,545,505","$68,947,075","65.9%","$35,598,430","34.1%",2019
"7726",76,"Line Walker 2: Invisible Spy","$99,482,027","$296,751","0.3%","$99,185,276","99.7%",2019
"7727",77,"The Hustle","$97,409,779","$35,417,038","36.4%","$61,992,741","63.6%",2019
"7728",78,"The New King of Comedy","$95,618,308","-","-","$95,618,308","100%",2019
"7729",79,"Adoring","$94,975,692","-","-","$94,975,692","100%",2019
"7730",80,"Five Feet Apart","$92,554,209","$45,729,221","49.4%","$46,824,988","50.6%",2019
"7731",81,"Crawl","$91,542,097","$39,014,193","42.6%","$52,527,904","57.4%",2019
"7732",82,"Rambo: Last Blood","$91,490,353","$44,819,352","49%","$46,671,001","51%",2019
"7733",83,"Jojo Rabbit","$90,335,025","$33,370,906","36.9%","$56,964,119","63.1%",2019
"7734",84,"Serial (Bad) Weddings 2","$87,761,988","-","-","$87,761,988","100%",2019
"7735",85,"One Piece: Stampede","$81,562,741","$1,298,528","1.6%","$80,264,213","98.4%",2019
"7736",86,"A Dog's Way Home","$80,708,134","$42,004,346","52%","$38,703,788","48%",2019
"7737",87,"A Dog's Journey","$78,870,908","$22,782,371","28.9%","$56,088,537","71.1%",2019
"7738",88,"Cold Pursuit","$76,419,755","$32,138,862","42.1%","$44,280,893","57.9%",2019
"7739",89,"Cats","$75,558,925","$27,166,770","36%","$48,392,155","64%",2019
"7740",90,"A Madea Family Funeral","$74,747,725","$73,257,045","98%","$1,490,680","2%",2019
"7741",91,"Charlie's Angels","$73,279,888","$17,803,077","24.3%","$55,476,811","75.7%",2019
"7742",92,"Doctor Sleep","$72,381,712","$31,581,712","43.6%","$40,800,000","56.4%",2019
"7743",93,"What Men Want","$72,216,294","$54,611,903","75.6%","$17,604,391","24.4%",2019
"7744",94,"Exit","$69,501,772","$470,699","0.7%","$69,031,073","99.3%",2019
"7745",95,"After","$69,497,587","$12,138,565","17.5%","$57,359,022","82.5%",2019
"7746",96,"Playing with Fire","$69,412,425","$44,451,847","64%","$24,960,578","36%",2019
"7747",97,"A Beautiful Day in the Neighborhood","$67,925,733","$61,704,055","90.8%","$6,221,678","9.2%",2019
"7748",98,"War","$67,179,155","$4,654,000","6.9%","$62,525,155","93.1%",2019
"7749",99,"Doraemon: Nobita's Chronicle of the Moon Exploration","$65,406,606","-","-","$65,406,606","100%",2019
"7750",100,"Happy Death Day 2U","$64,600,152","$28,148,130","43.6%","$36,452,022","56.4%",2019
"7751",101,"White Snake","$62,098,770","$34,730","<0.1%","$62,064,040","99.9%",2019
"7752",102,"Bombshell","$61,404,394","$31,762,808","51.7%","$29,641,586","48.3%",2019
"7753",103,"Ashfall","$61,354,854","$372,562","0.6%","$60,982,292","99.4%",2019
"7754",104,"Ma","$61,220,784","$45,896,028","75%","$15,324,756","25%",2019
"7755",105,"My Best Summer","$60,011,073","-","-","$60,011,073","100%",2019
"7756",106,"Ready or Not","$57,615,777","$28,714,231","49.8%","$28,901,546","50.2%",2019
"7757",107,"Jade Dynasty","$57,149,764","-","-","$57,149,764","100%",2019
"7758",108,"The Perfect Secret","$56,573,047","-","-","$56,573,047","100%",2019
"7759",109,"The Big Shot","$56,040,681","-","-","$56,040,681","100%",2019
"7760",110,"Hellboy","$55,064,690","$21,903,748","39.8%","$33,160,942","60.2%",2019
"7761",111,"Les Misérables","$54,606,372","$330,181","0.6%","$54,276,191","99.4%",2019
"7762",112,"Long Shot","$53,873,809","$30,316,271","56.3%","$23,557,538","43.7%",2019
"7763",113,"Just Mercy","$50,901,502","$36,001,502","70.7%","$14,900,000","29.3%",2019
"7764",114,"Son of a Rich","$50,803,834","-","-","$50,803,834","100%",2019
"7765",115,"Kingdom","$50,574,061","-","-","$50,574,061","100%",2019
"7766",116,"Breakthrough","$50,444,358","$40,713,082","80.7%","$9,731,276","19.3%",2019
"7767",117,"Uncut Gems","$50,023,780","$50,023,780","100%","-","-",2019
"7768",118,"21 Bridges","$49,939,757","$28,539,757","57.1%","$21,400,000","42.9%",2019
"7769",119,"Song of Youth","$49,615,508","-","-","$49,615,508","100%",2019
"7770",120,"The Grudge","$49,511,319","$21,221,803","42.9%","$28,289,516","57.1%",2019
"7771",121,"Little","$48,987,096","$40,860,481","83.4%","$8,126,615","16.6%",2019
"7772",122,"Isn't It Romantic","$48,791,187","$48,791,187","100%","-","-",2019
"7773",123,"The Legend of Hei","$48,507,082","-","-","$48,507,082","100%",2019
"7774",124,"Countdown","$48,021,766","$25,621,766","53.4%","$22,400,000","46.6%",2019
"7775",125,"Midsommar","$47,873,567","$27,426,361","57.3%","$20,447,206","42.7%",2019
"7776",126,"Queen & Slim","$47,834,125","$43,808,310","91.6%","$4,025,815","8.4%",2019
"7777",127,"47 Meters Down: Uncaged","$47,582,563","$22,260,900","46.8%","$25,321,663","53.2%",2019
"7778",128,"Chasing the Dragon II: Wild Wild Bunch","$45,733,356","$196,634","0.4%","$45,536,722","99.6%",2019
"7779",129,"Judy","$45,701,880","$24,313,888","53.2%","$21,387,992","46.8%",2019
"7780",130,"Child's Play","$44,907,074","$29,208,403","65%","$15,698,671","35%",2019
